,image_name,path,label,coor_0,coor_1,coor_2,coor_3,coor_4,coor_5,coor_6,coor_7,coor_8,coor_9,coor_10,coor_11,coor_12,coor_13,coor_14,coor_15
1954,00028626_005,images/00028626_005.png,1,69 304 75 395,69 304 279 599,13 308 479 827,13 308 683 1024,226 461 75 395,226 461 279 599,210 505 479 827,210 505 683 1024,382 617 75 395,382 617 279 599,406 701 479 827,406 701 683 1024,539 781 75 395,539 781 279 599,603 907 479 827,603 907 683 1024
1955,00007919_000,images/00007919_000.png,1,173 416 77 305,173 416 281 509,83 327 419 655,83 327 623 859,335 578 77 305,335 578 281 509,245 489 419 655,245 489 623 859,497 740 77 305,497 740 281 509,408 651 419 655,408 651 623 859,659 909 77 305,659 909 281 509,570 821 419 655,570 821 623 859
1956,00008098_000,images/00008098_000.png,1,67 368 0 355,67 368 187 559,31 350 497 847,31 350 701 1024,268 569 0 355,268 569 187 559,244 563 497 847,244 563 701 1024,468 769 0 355,468 769 187 559,457 776 497 847,457 776 701 1024,669 979 0 355,669 979 187 559,670 999 497 847,670 999 701 1024
1957,00028207_001,images/00028207_001.png,1,77 359 0 347,77 359 143 551,61 347 435 783,61 347 639 987,265 548 0 347,265 548 143 551,252 538 435 783,252 538 639 987,454 736 0 347,454 736 143 551,443 729 435 783,443 729 639 987,642 933 0 347,642 933 143 551,634 929 435 783,634 929 639 987
1958,00010695_011,images/00010695_011.png,1,69 384 31 345,69 384 235 549,55 375 427 817,55 375 631 1021,279 594 31 345,279 594 235 549,268 588 427 817,268 588 631 1021,489 804 31 345,489 804 235 549,481 801 427 817,481 801 631 1021,699 1024 31 345,699 1024 235 549,695 1024 427 817,695 1024 631 1021
1959,00020624_009,images/00020624_009.png,1,69 310 35 389,69 310 239 593,53 315 479 781,53 315 683 985,230 471 35 389,230 471 239 593,228 490 479 781,228 490 683 985,390 631 35 389,390 631 239 593,402 664 479 781,402 664 683 985,551 799 35 389,551 799 239 593,577 847 479 781,577 847 683 985
1960,00028655_005,images/00028655_005.png,1,157 361 3 287,157 361 207 491,115 358 439 725,115 358 643 929,293 497 3 287,293 497 207 491,277 520 439 725,277 520 643 929,429 633 3 287,429 633 207 491,439 682 439 725,439 682 643 929,565 775 3 287,565 775 207 491,601 851 439 725,601 851 643 929
1961,00025671_000,images/00025671_000.png,1,91 324 65 381,91 324 269 585,75 352 467 839,75 352 671 1024,246 479 65 381,246 479 269 585,259 536 467 839,259 536 671 1024,402 635 65 381,402 635 269 585,444 720 467 839,444 720 671 1024,557 797 65 381,557 797 269 585,628 913 467 839,628 913 671 1024
1962,00001722_000,images/00001722_000.png,1,49 368 0 317,49 368 185 521,57 376 423 699,57 376 627 903,262 580 0 317,262 580 185 521,270 589 423 699,270 589 627 903,474 793 0 317,474 793 185 521,482 802 423 699,482 802 627 903,687 1015 0 317,687 1015 185 521,695 1024 423 699,695 1024 627 903
1963,00003547_001,images/00003547_001.png,1,53 333 1 325,53 333 205 529,61 328 417 711,61 328 621 915,240 521 1 325,240 521 205 529,239 505 417 711,239 505 621 915,427 707 1 325,427 707 205 529,417 683 417 711,417 683 621 915,614 903 1 325,614 903 205 529,594 869 417 711,594 869 621 915
1964,00019635_006,images/00019635_006.png,1,61 349 9 373,61 349 213 577,57 352 481 821,57 352 685 1024,253 542 9 373,253 542 213 577,254 549 481 821,254 549 685 1024,446 734 9 373,446 734 213 577,450 745 481 821,450 745 685 1024,638 935 9 373,638 935 213 577,647 951 481 821,647 951 685 1024
1965,00023187_000,images/00023187_000.png,1,1 339 25 393,1 339 229 597,7 324 483 819,7 324 687 1023,226 564 25 393,226 564 229 597,219 536 483 819,219 536 687 1023,451 789 25 393,451 789 229 597,430 748 483 819,430 748 687 1023,676 1024 25 393,676 1024 229 597,642 969 483 819,642 969 687 1023
1966,00015584_006,images/00015584_006.png,1,0 338 21 369,0 338 225 573,0 338 463 785,0 338 667 989,225 563 21 369,225 563 225 573,225 563 463 785,225 563 667 989,451 788 21 369,451 788 225 573,451 788 463 785,451 788 667 989,676 1024 21 369,676 1024 225 573,676 1024 463 785,676 1024 667 989
1967,00011032_002,images/00011032_002.png,1,35 324 19 401,35 324 223 605,23 313 483 869,23 313 687 1024,228 517 19 401,228 517 223 605,216 506 483 869,216 506 687 1024,420 710 19 401,420 710 223 605,409 699 483 869,409 699 687 1024,613 911 19 401,613 911 223 605,602 901 483 869,602 901 687 1024
1968,00019466_003,images/00019466_003.png,1,29 310 0 333,29 310 191 537,41 316 429 777,41 316 633 981,216 498 0 333,216 498 191 537,224 500 429 777,224 500 633 981,404 685 0 333,404 685 191 537,408 683 429 777,408 683 633 981,591 881 0 333,591 881 191 537,591 875 429 777,591 875 633 981
1969,00010516_001,images/00010516_001.png,1,21 241 0 345,21 241 197 549,27 255 423 785,27 255 627 989,168 387 0 345,168 387 197 549,179 408 423 785,179 408 627 989,314 534 0 345,314 534 197 549,331 560 423 785,331 560 627 989,461 687 0 345,461 687 197 549,484 719 423 785,484 719 627 989
1970,00012480_006,images/00012480_006.png,1,27 354 0 329,27 354 143 533,41 365 439 765,41 365 643 969,245 573 0 329,245 573 143 533,257 582 439 765,257 582 643 969,463 791 0 329,463 791 143 533,474 798 439 765,474 798 643 969,682 1019 0 329,682 1019 143 533,690 1024 439 765,690 1024 643 969
1971,00005694_002,images/00005694_002.png,1,79 368 0 359,79 368 195 563,77 359 445 825,77 359 649 1024,272 561 0 359,272 561 195 563,265 547 445 825,265 547 649 1024,464 754 0 359,464 754 195 563,453 735 445 825,453 735 649 1024,657 955 0 359,657 955 195 563,641 931 445 825,641 931 649 1024
1972,00001685_000,images/00001685_000.png,1,0 262 31 371,0 262 235 575,0 268 465 827,0 268 669 1024,174 436 31 371,174 436 235 575,178 446 465 827,178 446 669 1024,349 611 31 371,349 611 235 575,357 624 465 827,357 624 669 1024,523 793 31 371,523 793 235 575,535 811 465 827,535 811 669 1024
1973,00030679_000,images/00030679_000.png,1,133 403 119 379,133 403 323 583,145 400 475 735,145 400 679 939,313 583 119 379,313 583 323 583,315 570 475 735,315 570 679 939,493 763 119 379,493 763 323 583,485 739 475 735,485 739 679 939,673 951 119 379,673 951 323 583,655 917 475 735,655 917 679 939
1974,00019043_000,images/00019043_000.png,1,79 336 35 409,79 336 239 613,99 362 493 801,99 362 697 1005,250 507 35 409,250 507 239 613,274 537 493 801,274 537 697 1005,421 678 35 409,421 678 239 613,449 712 493 801,449 712 697 1005,592 857 35 409,592 857 239 613,624 895 493 801,624 895 697 1005
1975,00021035_012,images/00021035_012.png,1,25 286 0 345,25 286 193 549,27 300 429 785,27 300 633 989,199 461 0 345,199 461 193 549,209 481 429 785,209 481 633 989,373 635 0 345,373 635 193 549,390 663 429 785,390 663 633 989,548 817 0 345,548 817 193 549,572 853 429 785,572 853 633 989
1976,00000831_010,images/00000831_010.png,1,83 326 85 389,83 326 289 593,93 342 459 741,93 342 663 945,245 488 85 389,245 488 289 593,259 508 459 741,259 508 663 945,407 650 85 389,407 650 289 593,425 674 459 741,425 674 663 945,569 819 85 389,569 819 289 593,591 847 459 741,591 847 663 945
1977,00020938_001,images/00020938_001.png,1,0 271 43 351,0 271 247 555,0 214 443 715,0 214 647 919,181 452 43 351,181 452 247 555,142 356 443 715,142 356 647 919,361 632 43 351,361 632 247 555,285 498 443 715,285 498 647 919,542 821 43 351,542 821 247 555,427 647 443 715,427 647 647 919
1978,00017197_001,images/00017197_001.png,1,0 264 57 375,0 264 261 579,0 272 447 763,0 272 651 967,176 441 57 375,176 441 261 579,181 453 447 763,181 453 651 967,352 617 57 375,352 617 261 579,362 634 447 763,362 634 651 967,529 801 57 375,529 801 261 579,543 823 447 763,543 823 651 967
1979,00022030_001,images/00022030_001.png,1,189 392 143 323,189 392 347 527,123 368 449 727,123 368 653 931,325 528 143 323,325 528 347 527,286 531 449 727,286 531 653 931,460 663 143 323,460 663 347 527,449 694 449 727,449 694 653 931,596 805 143 323,596 805 347 527,613 865 449 727,613 865 653 931
1980,00001474_000,images/00001474_000.png,1,17 290 51 379,17 290 255 583,29 302 487 855,29 302 691 1024,199 472 51 379,199 472 255 583,211 483 487 855,211 483 691 1024,381 655 51 379,381 655 255 583,392 665 487 855,392 665 691 1024,563 845 51 379,563 845 255 583,574 855 487 855,574 855 691 1024
1981,00006699_006,images/00006699_006.png,1,89 380 27 379,89 380 231 583,85 388 463 781,85 388 667 985,283 574 27 379,283 574 231 583,287 590 463 781,287 590 667 985,477 768 27 379,477 768 231 583,489 792 463 781,489 792 667 985,671 971 27 379,671 971 231 583,691 1003 463 781,691 1003 667 985
1982,00004498_001,images/00004498_001.png,1,77 367 15 381,77 367 219 585,53 326 479 815,53 326 683 1019,270 560 15 381,270 560 219 585,235 507 479 815,235 507 683 1019,463 753 15 381,463 753 219 585,416 689 479 815,416 689 683 1019,656 955 15 381,656 955 219 585,598 879 479 815,598 879 683 1019
1983,00018853_002,images/00018853_002.png,1,135 428 0 253,135 428 143 457,101 406 367 735,101 406 571 939,331 624 0 253,331 624 143 457,304 609 367 735,304 609 571 939,526 820 0 253,526 820 143 457,507 812 367 735,507 812 571 939,722 1024 0 253,722 1024 143 457,710 1024 367 735,710 1024 571 939
1984,00026878_000,images/00026878_000.png,1,0 300 0 359,0 300 131 563,0 311 457 841,0 311 661 1024,200 500 0 359,200 500 131 563,207 519 457 841,207 519 661 1024,400 700 0 359,400 700 131 563,415 726 457 841,415 726 661 1024,600 909 0 359,600 909 131 563,622 943 457 841,622 943 661 1024
1985,00029269_000,images/00029269_000.png,1,101 373 7 369,101 373 211 573,77 337 437 847,77 337 641 1024,282 554 7 369,282 554 211 573,250 510 437 847,250 510 641 1024,464 735 7 369,464 735 211 573,424 684 437 847,424 684 641 1024,645 925 7 369,645 925 211 573,597 865 437 847,597 865 641 1024
1986,00027322_008,images/00027322_008.png,1,0 330 7 363,0 330 211 567,0 338 455 825,0 338 659 1024,220 549 7 363,220 549 211 567,225 563 455 825,225 563 659 1024,440 769 7 363,440 769 211 567,451 788 455 825,451 788 659 1024,659 999 7 363,659 999 211 567,676 1024 455 825,676 1024 659 1024
1987,00008259_007,images/00008259_007.png,1,15 269 53 361,15 269 257 565,27 285 431 721,27 285 635 925,184 439 53 361,184 439 257 565,199 457 431 721,199 457 635 925,354 608 53 361,354 608 257 565,371 629 431 721,371 629 635 925,523 785 53 361,523 785 257 565,543 809 431 721,543 809 635 925
1988,00013872_001,images/00013872_001.png,1,3 259 81 349,3 259 285 553,0 273 459 755,0 273 663 959,174 430 81 349,174 430 285 553,182 455 459 755,182 455 663 959,344 601 81 349,344 601 285 553,364 637 459 755,364 637 663 959,515 779 81 349,515 779 285 553,546 827 459 755,546 827 663 959
1989,00018171_000,images/00018171_000.png,1,0 308 0 399,0 308 141 603,0 299 503 885,0 299 707 1024,205 513 0 399,205 513 141 603,199 498 503 885,199 498 707 1024,411 718 0 399,411 718 141 603,398 697 503 885,398 697 707 1024,616 933 0 399,616 933 141 603,597 905 503 885,597 905 707 1024
1990,00025768_006,images/00025768_006.png,1,103 329 79 403,103 329 283 607,143 427 483 771,143 427 687 975,253 479 79 403,253 479 283 607,332 616 483 771,332 616 687 975,404 630 79 403,404 630 283 607,521 805 483 771,521 805 687 975,554 787 79 403,554 787 283 607,711 1003 483 771,711 1003 687 975
1991,00006116_006,images/00006116_006.png,1,0 307 55 405,0 307 259 609,0 336 479 857,0 336 683 1024,204 511 55 405,204 511 259 609,224 559 479 857,224 559 683 1024,409 715 55 405,409 715 259 609,447 783 479 857,447 783 683 1024,613 929 55 405,613 929 259 609,671 1017 479 857,671 1017 683 1024
1992,00009867_001,images/00009867_001.png,1,85 395 0 343,85 395 155 547,101 393 465 823,101 393 669 1024,292 601 0 343,292 601 155 547,296 588 465 823,296 588 669 1024,498 808 0 343,498 808 155 547,491 783 465 823,491 783 669 1024,705 1024 0 343,705 1024 155 547,686 987 465 823,686 987 669 1024
1993,00005107_000,images/00005107_000.png,1,97 403 0 301,97 403 163 505,87 396 411 783,87 396 615 987,301 607 0 301,301 607 163 505,293 602 411 783,293 602 615 987,505 811 0 301,505 811 163 505,499 808 411 783,499 808 615 987,709 1024 0 301,709 1024 163 505,705 1024 411 783,705 1024 615 987
1994,00027572_002,images/00027572_002.png,1,0 241 91 359,0 241 295 563,0 239 477 741,0 239 681 945,160 401 91 359,160 401 295 563,159 398 477 741,159 398 681 945,321 561 91 359,321 561 295 563,318 557 477 741,318 557 681 945,481 729 91 359,481 729 295 563,477 723 477 741,477 723 681 945
1995,00012947_005,images/00012947_005.png,1,0 229 0 339,0 229 165 543,0 293 423 693,0 293 627 897,153 382 0 339,153 382 165 543,195 488 423 693,195 488 627 897,306 535 0 339,306 535 165 543,390 683 423 693,390 683 627 897,459 695 0 339,459 695 165 543,585 887 423 693,585 887 627 897
1996,00017655_001,images/00017655_001.png,1,67 383 0 319,67 383 147 523,63 380 409 727,63 380 613 931,278 593 0 319,278 593 147 523,274 592 409 727,274 592 613 931,488 804 0 319,488 804 147 523,486 803 409 727,486 803 613 931,699 1024 0 319,699 1024 147 523,697 1024 409 727,697 1024 613 931
1997,00006721_000,images/00006721_000.png,1,0 181 147 417,0 181 351 621,0 326 507 833,0 326 711 1024,121 302 147 417,121 302 351 621,218 544 507 833,218 544 711 1024,242 423 147 417,242 423 351 621,435 762 507 833,435 762 711 1024,362 549 147 417,362 549 351 621,653 989 507 833,653 989 711 1024
1998,00007718_005,images/00007718_005.png,1,15 257 0 281,15 257 201 485,0 235 449 793,0 235 653 997,176 419 0 281,176 419 201 485,156 391 449 793,156 391 653 997,338 580 0 281,338 580 201 485,313 547 449 793,313 547 653 997,499 749 0 281,499 749 201 485,469 711 449 793,469 711 653 997
1999,00017726_000,images/00017726_000.png,1,55 301 23 261,55 301 227 465,35 315 385 701,35 315 589 905,219 465 23 261,219 465 227 465,222 501 385 701,222 501 589 905,383 629 23 261,383 629 227 465,408 688 385 701,408 688 589 905,547 801 23 261,547 801 227 465,595 883 385 701,595 883 589 905
2000,00029866_006,images/00029866_006.png,1,7 316 77 381,7 316 281 585,27 350 477 767,27 350 681 971,213 522 77 381,213 522 281 585,243 566 477 767,243 566 681 971,419 728 77 381,419 728 281 585,458 782 477 767,458 782 681 971,625 943 77 381,625 943 281 585,674 1007 477 767,674 1007 681 971
2001,00018029_002,images/00018029_002.png,1,21 336 91 415,21 336 295 619,0 330 505 905,0 330 709 1024,231 546 91 415,231 546 295 619,220 549 505 905,220 549 709 1024,441 756 91 415,441 756 295 619,440 769 505 905,440 769 709 1024,651 975 91 415,651 975 295 619,659 999 505 905,659 999 709 1024
2002,00014924_002,images/00014924_002.png,1,65 333 0 353,65 333 199 557,69 382 477 839,69 382 681 1024,244 512 0 353,244 512 199 557,278 590 477 839,278 590 681 1024,422 690 0 353,422 690 199 557,486 799 477 839,486 799 681 1024,601 877 0 353,601 877 199 557,695 1017 477 839,695 1017 681 1024
2003,00019056_011,images/00019056_011.png,1,47 340 69 363,47 340 273 567,29 324 445 739,29 324 649 943,242 535 69 363,242 535 273 567,226 521 445 739,226 521 649 943,438 731 69 363,438 731 273 567,422 717 445 739,422 717 649 943,633 935 69 363,633 935 273 567,619 923 445 739,619 923 649 943
2004,00006642_033,images/00006642_033.png,1,129 354 127 373,129 354 331 577,117 379 451 781,117 379 655 985,279 504 127 373,279 504 331 577,292 554 451 781,292 554 655 985,429 654 127 373,429 654 331 577,466 728 451 781,466 728 655 985,579 811 127 373,579 811 331 577,641 911 451 781,641 911 655 985
2005,00002544_000,images/00002544_000.png,1,25 305 0 349,25 305 165 553,33 312 441 777,33 312 645 981,212 493 0 349,212 493 165 553,219 498 441 777,219 498 645 981,399 679 0 349,399 679 165 553,405 684 441 777,405 684 645 981,586 875 0 349,586 875 165 553,591 879 441 777,591 879 645 981
2006,00013210_000,images/00013210_000.png,1,0 237 0 361,0 237 169 565,17 272 455 811,17 272 659 1015,158 395 0 361,158 395 169 565,187 442 455 811,187 442 659 1015,316 554 0 361,316 554 169 565,357 611 455 811,357 611 659 1015,475 719 0 361,475 719 169 565,527 789 455 811,527 789 659 1015
2007,00010458_001,images/00010458_001.png,1,63 290 73 375,63 290 277 579,43 307 473 859,43 307 677 1024,214 441 73 375,214 441 277 579,219 483 473 859,219 483 677 1024,366 593 73 375,366 593 277 579,395 659 473 859,395 659 677 1024,517 751 73 375,517 751 277 579,571 843 473 859,571 843 677 1024
2008,00010369_007,images/00010369_007.png,1,0 267 45 389,0 267 249 593,0 263 479 841,0 263 683 1024,178 445 45 389,178 445 249 593,175 438 479 841,175 438 683 1024,356 623 45 389,356 623 249 593,351 614 479 841,351 614 683 1024,534 809 45 389,534 809 249 593,526 797 479 841,526 797 683 1024
2009,00000132_005,images/00000132_005.png,1,45 285 15 405,45 285 219 609,47 284 495 795,47 284 699 999,205 445 15 405,205 445 219 609,205 442 495 795,205 442 699 999,365 606 15 405,365 606 219 609,363 600 495 795,363 600 699 999,525 773 15 405,525 773 219 609,521 765 495 795,521 765 699 999
2010,00002426_000,images/00002426_000.png,1,81 384 0 341,81 384 187 545,89 398 477 823,89 398 681 1024,283 586 0 341,283 586 187 545,295 603 477 823,295 603 681 1024,485 788 0 341,485 788 187 545,500 809 477 823,500 809 681 1024,687 999 0 341,687 999 187 545,706 1024 477 823,706 1024 681 1024
2011,00026844_000,images/00026844_000.png,1,33 312 111 347,33 312 315 551,1 268 409 709,1 268 613 913,219 497 111 347,219 497 315 551,179 447 409 709,179 447 613 913,404 683 111 347,404 683 315 551,357 625 409 709,357 625 613 913,590 877 111 347,590 877 315 551,536 811 409 709,536 811 613 913
2012,00004219_000,images/00004219_000.png,1,99 399 43 357,99 399 247 561,45 364 451 821,45 364 655 1024,299 600 43 357,299 600 247 561,258 576 451 821,258 576 655 1024,499 800 43 357,499 800 247 561,470 789 451 821,470 789 655 1024,700 1009 43 357,700 1009 247 561,683 1011 451 821,683 1011 655 1024
2013,00006288_000,images/00006288_000.png,1,81 320 0 399,81 320 199 603,79 330 505 785,79 330 709 989,240 479 0 399,240 479 199 603,246 497 505 785,246 497 709 989,400 638 0 399,400 638 199 603,413 664 505 785,413 664 709 989,559 805 0 399,559 805 199 603,581 839 505 785,581 839 709 989
2014,00016404_010,images/00016404_010.png,1,19 309 0 351,19 309 189 555,33 310 455 839,33 310 659 1024,213 503 0 351,213 503 189 555,217 494 455 839,217 494 659 1024,406 697 0 351,406 697 189 555,402 678 455 839,402 678 659 1024,600 899 0 351,600 899 189 555,586 871 455 839,586 871 659 1024
2015,00008675_004,images/00008675_004.png,1,0 311 31 391,0 311 235 595,0 305 519 922,0 305 723 1024,207 518 31 391,207 518 235 595,203 508 519 922,203 508 723 1024,414 725 31 391,414 725 235 595,406 711 519 922,406 711 723 1024,621 941 31 391,621 941 235 595,609 923 519 922,609 923 723 1024
2016,00025812_006,images/00025812_006.png,1,55 355 0 369,55 355 183 573,57 370 463 861,57 370 667 1024,255 554 0 369,255 554 183 573,266 578 463 861,266 578 667 1024,455 754 0 369,455 754 183 573,474 787 463 861,474 787 667 1024,654 963 0 369,654 963 183 573,683 1005 463 861,683 1005 667 1024
2017,00005970_006,images/00005970_006.png,1,57 314 0 335,57 314 113 539,41 322 469 835,41 322 673 1024,229 486 0 335,229 486 113 539,228 510 469 835,228 510 673 1024,400 658 0 335,400 658 113 539,416 697 469 835,416 697 673 1024,572 837 0 335,572 837 113 539,603 893 469 835,603 893 673 1024
2018,00005528_002,images/00005528_002.png,1,5 328 15 365,5 328 219 569,15 348 463 813,15 348 667 1017,220 543 15 365,220 543 219 569,237 570 463 813,237 570 667 1017,435 758 15 365,435 758 219 569,459 792 463 813,459 792 667 1017,650 983 15 365,650 983 219 569,681 1024 463 813,681 1024 667 1017
2019,00005918_006,images/00005918_006.png,1,77 349 177 421,77 349 381 625,25 301 497 922,25 301 701 1024,258 530 177 421,258 530 381 625,209 485 497 922,209 485 701 1024,440 711 177 421,440 711 381 625,393 669 497 922,393 669 701 1024,621 901 177 421,621 901 381 625,577 861 497 922,577 861 701 1024
2020,00003455_001,images/00003455_001.png,1,201 441 0 289,201 441 197 493,181 429 405 745,181 429 609 949,361 600 0 289,361 600 197 493,346 594 405 745,346 594 609 949,520 760 0 289,520 760 197 493,511 759 405 745,511 759 609 949,680 927 0 289,680 927 197 493,676 931 405 745,676 931 609 949
2021,00019718_004,images/00019718_004.png,1,89 394 0 329,89 394 187 533,57 354 415 815,57 354 619 1019,292 597 0 329,292 597 187 533,255 552 415 815,255 552 619 1019,496 800 0 329,496 800 187 533,453 750 415 815,453 750 619 1019,699 1013 0 329,699 1013 187 533,651 957 415 815,651 957 619 1019
2022,00003851_006,images/00003851_006.png,1,119 335 9 285,119 335 213 489,97 358 431 771,97 358 635 975,263 480 9 285,263 480 213 489,271 532 431 771,271 532 635 975,408 624 9 285,408 624 213 489,445 705 431 771,445 705 635 975,552 775 9 285,552 775 213 489,618 887 431 771,618 887 635 975
2023,00016798_005,images/00016798_005.png,1,0 276 0 317,0 276 135 521,0 272 415 835,0 272 619 1024,184 460 0 317,184 460 135 521,181 453 415 835,181 453 619 1024,368 644 0 317,368 644 135 521,362 634 415 835,362 634 619 1024,552 837 0 317,552 837 135 521,543 823 415 835,543 823 619 1024
2024,00003611_001,images/00003611_001.png,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2025,00003611_001,images/00003611_001.png,1,19 305 83 303,19 305 287 507,0 206 447 757,0 206 651 961,210 495 83 303,210 495 287 507,138 344 447 757,138 344 651 961,400 686 83 303,400 686 287 507,275 481 447 757,275 481 651 961,591 885 83 303,591 885 287 507,412 625 447 757,412 625 651 961
2026,00022553_000,images/00022553_000.png,1,0 259 143 397,0 259 347 601,0 261 471 723,0 261 675 927,173 432 143 397,173 432 347 601,174 435 471 723,174 435 675 927,345 604 143 397,345 604 347 601,348 609 471 723,348 609 675 927,518 785 143 397,518 785 347 601,522 791 471 723,522 791 675 927
2027,00012821_000,images/00012821_000.png,1,15 240 131 407,15 240 335 611,17 252 493 735,17 252 697 939,165 390 131 407,165 390 335 611,174 409 493 735,174 409 697 939,315 540 131 407,315 540 335 611,330 565 493 735,330 565 697 939,465 697 131 407,465 697 335 611,487 729 493 735,487 729 697 939
2028,00000634_004,images/00000634_004.png,1,67 353 0 353,67 353 183 557,65 354 461 843,65 354 665 1024,258 543 0 353,258 543 183 557,258 547 461 843,258 547 665 1024,448 734 0 353,448 734 183 557,450 740 461 843,450 740 665 1024,639 933 0 353,639 933 183 557,643 941 461 843,643 941 665 1024
2029,00023160_006,images/00023160_006.png,1,0 338 51 405,0 338 255 609,0 338 507 863,0 338 711 1024,225 563 51 405,225 563 255 609,225 563 507 863,225 563 711 1024,451 788 51 405,451 788 255 609,451 788 507 863,451 788 711 1024,676 1024 51 405,676 1024 255 609,676 1024 507 863,676 1024 711 1024
2030,00014536_000,images/00014536_000.png,1,0 332 0 357,0 332 181 561,0 338 453 753,0 338 657 957,222 554 0 357,222 554 181 561,225 563 453 753,225 563 657 957,443 775 0 357,443 775 181 561,451 788 453 753,451 788 657 957,665 1007 0 357,665 1007 181 561,676 1024 453 753,676 1024 657 957
2031,00006381_000,images/00006381_000.png,1,7 256 105 393,7 256 309 597,0 298 527 889,0 298 731 1024,173 422 105 393,173 422 309 597,199 497 527 889,199 497 731 1024,339 588 105 393,339 588 309 597,397 695 527 889,397 695 731 1024,505 761 105 393,505 761 309 597,596 903 527 889,596 903 731 1024
2032,00014847_000,images/00014847_000.png,1,151 399 5 315,151 399 209 519,167 450 405 671,167 450 609 875,316 565 5 315,316 565 209 519,356 638 405 671,356 638 609 875,482 730 5 315,482 730 209 519,544 827 405 671,544 827 609 875,647 903 5 315,647 903 209 519,733 1024 405 671,733 1024 609 875
2033,00020326_034,images/00020326_034.png,1,87 297 51 257,87 297 255 461,29 247 381 739,29 247 585 943,227 437 51 257,227 437 255 461,175 393 381 739,175 393 585 943,367 577 51 257,367 577 255 461,320 539 381 739,320 539 585 943,507 723 51 257,507 723 255 461,466 691 381 739,466 691 585 943
2034,00001028_000,images/00001028_000.png,1,0 334 3 329,0 334 207 533,0 326 415 733,0 326 619 937,223 557 3 329,223 557 207 533,217 543 415 733,217 543 619 937,446 780 3 329,446 780 207 533,434 760 415 733,434 760 619 937,669 1013 3 329,669 1013 207 533,651 987 415 733,651 987 619 937
2035,00002716_000,images/00002716_000.png,1,13 239 67 389,13 239 271 593,13 268 463 801,13 268 667 1005,163 389 67 389,163 389 271 593,183 438 463 801,183 438 667 1005,314 540 67 389,314 540 271 593,353 607 463 801,353 607 667 1005,464 697 67 389,464 697 271 593,523 785 463 801,523 785 667 1005
2036,00017191_000,images/00017191_000.png,1,0 293 45 383,0 293 249 587,0 290 485 767,0 290 689 971,196 489 45 383,196 489 249 587,193 483 485 767,193 483 689 971,391 685 45 383,391 685 249 587,387 677 485 767,387 677 689 971,587 889 45 383,587 889 249 587,580 879 485 767,580 879 689 971
2037,00006926_001,images/00006926_001.png,1,27 308 0 351,27 308 185 555,31 302 431 805,31 302 635 1009,214 496 0 351,214 496 185 555,212 483 431 805,212 483 635 1009,402 683 0 351,402 683 185 555,393 664 431 805,393 664 635 1009,589 879 0 351,589 879 185 555,574 853 431 805,574 853 635 1009
2038,00017618_003,images/00017618_003.png,1,65 361 9 365,65 361 213 569,75 354 459 767,75 354 663 971,263 559 9 365,263 559 213 569,261 539 459 767,261 539 663 971,460 756 9 365,460 756 213 569,446 725 459 767,446 725 663 971,658 963 9 365,658 963 213 569,632 919 459 767,632 919 663 971
2039,00008950_000,images/00008950_000.png,1,0 278 0 359,0 278 199 563,0 276 449 811,0 276 653 1015,185 464 0 359,185 464 199 563,184 460 449 811,184 460 653 1015,371 649 0 359,371 649 199 563,368 644 449 811,368 644 653 1015,556 843 0 359,556 843 199 563,552 837 449 811,552 837 653 1015
2040,00000061_000,images/00000061_000.png,1,287 450 1 193,287 450 205 397,135 394 357 685,135 394 561 889,396 559 1 193,396 559 205 397,308 567 357 685,308 567 561 889,504 667 1 193,504 667 205 397,481 740 357 685,481 740 561 889,613 781 1 193,613 781 205 397,654 921 357 685,654 921 561 889
2041,00000652_016,images/00000652_016.png,1,0 314 27 359,0 314 231 563,29 357 437 747,29 357 641 951,209 523 27 359,209 523 231 563,248 576 437 747,248 576 641 951,418 732 27 359,418 732 231 563,467 795 437 747,467 795 641 951,628 951 27 359,628 951 231 563,686 1024 437 747,686 1024 641 951
2042,00021603_000,images/00021603_000.png,1,0 301 11 319,0 301 215 523,0 280 401 705,0 280 605 909,201 502 11 319,201 502 215 523,187 467 401 705,187 467 605 909,402 703 11 319,402 703 215 523,374 654 401 705,374 654 605 909,603 913 11 319,603 913 215 523,560 849 401 705,560 849 605 909
2043,00029901_004,images/00029901_004.png,1,75 326 79 387,75 326 283 591,63 314 465 855,63 314 669 1024,242 493 79 387,242 493 283 591,231 482 465 855,231 482 669 1024,409 660 79 387,409 660 283 591,398 650 465 855,398 650 669 1024,577 835 79 387,577 835 283 591,566 825 465 855,566 825 669 1024
2044,00017608_001,images/00017608_001.png,1,0 282 0 409,0 282 203 613,0 298 523 831,0 298 727 1024,188 470 0 409,188 470 203 613,199 497 523 831,199 497 727 1024,376 658 0 409,376 658 203 613,397 695 523 831,397 695 727 1024,564 855 0 409,564 855 203 613,596 903 523 831,596 903 727 1024
2045,00008152_000,images/00008152_000.png,1,163 447 0 279,163 447 145 483,127 405 421 709,127 405 625 913,352 637 0 279,352 637 145 483,312 590 421 709,312 590 625 913,542 826 0 279,542 826 145 483,497 775 421 709,497 775 625 913,731 1024 0 279,731 1024 145 483,683 969 421 709,683 969 625 913
